"REF_DATE","GEO","DGUID","Type of claim","Claim detail","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2480","","","","0"
"2008-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2460","","","","0"
"2008-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2540","","","","0"
"2008-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2530","","","","0"
"2008-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2410","","","","0"
"2009-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2670","","","","0"
"2009-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2560","","","","0"
"2009-03","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2780","","","","0"
"2009-04","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2570","","","","0"
"2009-05","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2900","","","","0"
"2009-06","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2380","","","","0"
"2009-07","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2400","","","","0"
"2009-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2410","","","","0"
"2009-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2480","","","","0"
"2009-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2430","","","","0"
"2009-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2510","","","","0"
"2009-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2560","","","","0"
"2010-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2350","","","","0"
"2010-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2360","","","","0"
"2010-03","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2230","","","","0"
"2010-04","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2310","","","","0"
"2010-05","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2580","","","","0"
"2010-06","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2450","","","","0"
"2010-07","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2560","","","","0"
"2010-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2680","","","","0"
"2010-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2630","","","","0"
"2010-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2760","","","","0"
"2010-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2590","","","","0"
"2010-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2480","","","","0"
"2011-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2590","","","","0"
"2011-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2600","","","","0"
"2011-03","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2420","","","","0"
"2011-04","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2530","","","","0"
"2011-05","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2290","","","","0"
"2011-06","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2670","","","","0"
"2011-07","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2550","","","","0"
"2011-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2670","","","","0"
"2011-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2520","","","","0"
"2011-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2440","","","","0"
"2011-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2470","","","","0"
"2011-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2580","","","","0"
"2012-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2440","","","","0"
"2012-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2550","","","","0"
"2012-03","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2560","","","","0"
"2012-04","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2580","","","","0"
"2012-05","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2620","","","","0"
"2012-06","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2390","","","","0"
"2012-07","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2320","","","","0"
"2012-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2320","","","","0"
"2012-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2560","","","","0"
"2012-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2350","","","","0"
"2012-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2370","","","","0"
"2012-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2440","","","","0"
"2013-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2290","","","","0"
"2013-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2300","","","","0"
"2013-03","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2280","","","","0"
"2013-04","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2460","","","","0"
"2013-05","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2290","","","","0"
"2013-06","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2340","","","","0"
"2013-07","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2350","","","","0"
"2013-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2370","","","","0"
"2013-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2300","","","","0"
"2013-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2410","","","","0"
"2013-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2360","","","","0"
"2013-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2180","","","","0"
"2014-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2480","","","","0"
"2014-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2180","","","","0"
"2014-03","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2220","","","","0"
"2014-04","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2300","","","","0"
"2014-05","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2220","","","","0"
"2014-06","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2340","","","","0"
"2014-07","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2260","","","","0"
"2014-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2250","","","","0"
"2014-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2240","","","","0"
"2014-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2330","","","","0"
"2014-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2340","","","","0"
"2014-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2290","","","","0"
"2015-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2310","","","","0"
"2015-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2610","","","","0"
"2015-03","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2640","","","","0"
"2015-04","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2420","","","","0"
"2015-05","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2310","","","","0"
"2015-06","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2400","","","","0"
"2015-07","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2430","","","","0"
"2015-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2230","","","","0"
"2015-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2170","","","","0"
"2015-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2270","","","","0"
"2015-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2420","","","","0"
"2015-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2390","","","","0"
"2016-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2470","","","","0"
"2016-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2400","","","","0"
"2016-03","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2450","","","","0"
"2016-04","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2380","","","","0"
"2016-05","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2660","","","","0"
"2016-06","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2360","","","","0"
"2016-07","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2430","","","","0"
"2016-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2560","","","","0"
"2016-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2430","","","","0"
"2016-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2420","","","","0"
"2016-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2310","","","","0"
"2016-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2530","","","","0"
"2017-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2390","","","","0"
"2017-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2480","","","","0"
"2017-03","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2330","","","","0"
"2017-04","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2450","","","","0"
"2017-05","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2650","","","","0"
"2017-06","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2550","","","","0"
"2017-07","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2390","","","","0"
"2017-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2600","","","","0"
"2017-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2750","","","","0"
"2017-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2730","","","","0"
"2017-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2560","","","","0"
"2017-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2520","","","","0"
"2018-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2530","","","","0"
"2018-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2530","","","","0"
"2018-03","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2440","","","","0"
"2018-04","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2500","","","","0"
"2018-05","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2370","","","","0"
"2018-06","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2650","","","","0"
"2018-07","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2930","","","","0"
"2018-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2610","","","","0"
"2018-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2650","","","","0"
"2018-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2550","","","","0"
"2018-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2700","","","","0"
"2018-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2660","","","","0"
"2019-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2650","","","","0"
"2019-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2570","","","","0"
"2019-03","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2790","","","","0"
"2019-04","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2610","","","","0"
"2019-05","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2680","","","","0"
"2019-06","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2490","","","","0"
"2019-07","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2640","","","","0"
"2019-08","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2500","","","","0"
"2019-09","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2550","","","","0"
"2019-10","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2550","","","","0"
"2019-11","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2590","","","","0"
"2019-12","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2540","","","","0"
"2020-01","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2640","","","","0"
"2020-02","Prince Edward Island","2016A000211","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992297","3.4.1","2670","","","","0"
"1997-01","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","10800","","","","0"
"1997-02","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9570","","","","0"
"1997-03","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","8550","","","","0"
"1997-04","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","10430","","","","0"
"1997-05","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9760","","","","0"
"1997-06","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9310","","","","0"
"1997-07","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","8860","","","","0"
"1997-08","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9430","","","","0"
"1997-09","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9000","","","","0"
"1997-10","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9150","","","","0"
"1997-11","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9580","","","","0"
"1997-12","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","8840","","","","0"
"1998-01","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9880","","","","0"
"1998-02","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9670","","","","0"
"1998-03","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9540","","","","0"
"1998-04","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9990","","","","0"
"1998-05","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9500","","","","0"
"1998-06","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9100","","","","0"
"1998-07","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9430","","","","0"
"1998-08","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","8930","","","","0"
"1998-09","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9410","","","","0"
"1998-10","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9350","","","","0"
"1998-11","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9220","","","","0"
"1998-12","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9020","","","","0"
"1999-01","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9050","","","","0"
"1999-02","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9030","","","","0"
"1999-03","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","8780","","","","0"
"1999-04","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9150","","","","0"
"1999-05","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","8930","","","","0"
"1999-06","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9210","","","","0"
"1999-07","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","8780","","","","0"
"1999-08","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9170","","","","0"
"1999-09","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9460","","","","0"
"1999-10","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9590","","","","0"
"1999-11","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9180","","","","0"
"1999-12","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9240","","","","0"
"2000-01","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9260","","","","0"
"2000-02","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9400","","","","0"
"2000-03","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","8860","","","","0"
"2000-04","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9360","","","","0"
"2000-05","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9860","","","","0"
"2000-06","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9680","","","","0"
"2000-07","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9160","","","","0"
"2000-08","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9560","","","","0"
"2000-09","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","10120","","","","0"
"2000-10","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9810","","","","0"
"2000-11","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9770","","","","0"
"2000-12","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9790","","","","0"
"2001-01","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9420","","","","0"
"2001-02","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9760","","","","0"
"2001-03","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","10200","","","","0"
"2001-04","Nova Scotia","2016A000212","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992298","4.4.1","9530","","","","0"
